,기업명,업력,기업형태,사원수,업종,사업내용,평균연봉,최저연봉,최고연봉,22년 대비 증감률,연봉신뢰도,매출액(2020),매출액(2021),매출액(2022),매출액(2023),영업이익(2020),영업이익(2021),영업이익(2022),영업이익(2023)
1022,에이치원래디오(주),,,,,,"8,154","4,289","9,080",15.5,"매우
낮음","174억 1,491만원",,,,"2억 9,660만원",,,
1023,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1024,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1025,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1026,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1027,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1028,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1029,에이치원래디오(주),,,,,,"8,154","4,289","9,080",15.5,"매우
낮음","174억 1,491만원",,,,"2억 9,660만원",,,
1030,센시리온오토모티브솔루션즈코리아(주),,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1031,센시리온오토모티브솔루션즈코리아(주),,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1032,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1033,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1034,센시리온오토모티브솔루션즈코리아(주),,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1035,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1036,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1037,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1038,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1039,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1040,센시리온오토모티브솔루션즈코리아(주),,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1041,센시리온오토모티브솔루션즈코리아(주),,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1042,(주)페이타랩,,,,,,,,,,,"174억 1,491만원",,,,"2억 9,660만원",,,
1043,(주)더블미디어,,,,,,"4,266","2,797","5,955",0.87,높음,"438억 4,443만원","637억 5,838만원","618억 8,007만원","558억 8,713만원","270억 1,072만원","383억 3,692만원","252억 3,953만원","228억 3,412만원"
1044,(주)킥더허들,,,,,,,,,,,"438억 4,443만원","637억 5,838만원","618억 8,007만원","558억 8,713만원","270억 1,072만원","383억 3,692만원","252억 3,953만원","228억 3,412만원"
1045,(주)와탭랩스,,,,,,"7,772","3,833","8,849",14.08,낮음,,,,,,,,
1046,(주)와탭랩스,,,,,,"7,772","3,833","8,849",14.08,낮음,,,,,,,,
1047,(주)와탭랩스,,,,,,"7,772","3,833","8,849",14.08,낮음,,,,,,,,
1048,(주)에바,,,,,,"7,772","3,833","8,849",14.08,낮음,,,,,,,,
1049,솔트웨어(주),,,,,,"4,312","2,900","6,471",-14.02,높음,,,,,,,,
1050,(주)씨큐비스타,,,,,,"4,225","2,922","6,028",-41.72,"매우
낮음",,,,,,,,
1051,(주)디지털포토,,,,,,"4,225","2,922","6,028",-41.72,"매우
낮음",,,,,,,,
1052,(주)디지털포토,,,,,,"4,225","2,922","6,028",-41.72,"매우
낮음",,,,,,,,
1053,(주)휴머스온,,,,,,"5,734","3,179","7,243",3.3,높음,"56억 7,631만원","187억 9,522만원",,,"10억 9,924만원",7억 886만원,,
1054,(주)페니로이스,,,,,,"6,535","3,585","7,449",-5.43,낮음,,,,,,,,
1055,(주)페니로이스,,,,,,"6,535","3,585","7,449",-5.43,낮음,,,,,,,,
1056,쿤텍(주),,,,,,,,,,,,,,,,,,
1057,쿤텍(주),,,,,,,,,,,,,,,,,,
1058,(주)넥스트랩,,,,,,"5,426","3,140","6,771",18.99,낮음,,,,,,,,
1059,쿤텍(주),,,,,,"5,426","3,140","6,771",18.99,낮음,,,,,,,,
1060,(주)페니로이스,,,,,,"6,535","3,585","7,449",-5.43,낮음,,,,,,,,
1061,루미르(주),,,,,,"6,518","3,653","7,649",0.87,보통,,,,,,,,
1062,루미르(주),,,,,,"6,518","3,653","7,649",0.87,보통,,,,,,,,
1063,루미르(주),,,,,,"6,518","3,653","7,649",0.87,보통,,,,,,,,
1064,(주)와탭랩스,,,,,,"7,772","3,833","8,849",14.08,낮음,,,,,,,,
1065,(주)와탭랩스,,,,,,"7,772","3,833","8,849",14.08,낮음,,,,,,,,
1066,올제텍(주),,,,,,"7,772","3,833","8,849",14.08,낮음,,,,,,,,
1067,(주)세컨신드롬,,,,,,"7,772","3,833","8,849",14.08,낮음,,,,,,,,
1068,코넥스디엔티(주),,,,,,"7,193","4,035","8,485",-1.84,"매우
낮음",,,,,,,,
1069,(주)세컨신드롬,,,,,,"7,193","4,035","8,485",-1.84,"매우
낮음",,,,,,,,
1070,(주) 세다,,,,,,"4,244","2,939","5,465",-18.96,"매우
낮음",,,,,,,,
1071,(주) 세다,,,,,,"4,244","2,939","5,465",-18.96,"매우
낮음",,,,,,,,
1072,파워오토로보틱스(주),,,,,,"4,244","2,939","5,465",-18.96,"매우
낮음",,,,,,,,
1073,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
1074,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
1075,(주)디어유,,,,,,"8,667","4,383","10,241",-,보통,,,,,,,,
1076,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
1077,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
1078,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
1079,(주)스카이월드와이드,,,,,,"4,915","2,919","7,240",2.12,보통,,,,,,,,
1080,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
1081,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
1082,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
1083,(주)디어유,,,,,,"8,667","4,383","10,241",-,보통,,,,,,,,
1084,(주)딥인사이트,,,,,,"7,666","4,052","8,795",7.17,낮음,,,,,,,,
1085,(주)퍼플아카데미,,,,,,"3,911","2,552","5,312",5.05,보통,,,,,,,,
1086,(주)딥인사이트,,,,,,"7,666","4,052","8,795",7.17,낮음,,,,,,,,
1087,(주)토모큐브,,,,,,"6,447","3,513","7,505",0.96,보통,,,,,,,,
1088,(주)토모큐브,,,,,,"6,447","3,513","7,505",0.96,보통,,,,,,,,
1089,(주)토모큐브,,,,,,"6,447","3,513","7,505",0.96,보통,,,,,,,,
1090,(주)토모큐브,,,,,,"6,447","3,513","7,505",0.96,보통,,,,,,,,
1091,(주)디케이앤트,,,,,,"4,000","2,615","5,736",7.04,"매우
낮음","33억 3,298만원","38억 6,122만원","46억 8,544만원","57억 8,355만원","2억 4,578만원","2억 8,900만원","1억 8,671만원","2억 9,060만원"
1092,(주)디어유,,,,,,"8,667","4,383","10,241",-,보통,,,,,,,,
1093,(주)유니코써치,,,,,,,,,,,,,,,,,,
1094,유버 주식회사,,,,,,,,,,,,,,,,,,
1095,(주)퍼플아카데미,,,,,,"3,911","2,552","5,312",5.05,보통,,,,,,,,
1096,(주)퍼브,,,,,,"4,975","2,939","6,743",8.46,보통,"20억 4,193만원",35억 236만원,"36억 9,688만원","59억 5,094만원",295만원,"3억 6,766만원","- 4억 8,992만원",1억 315만원
1097,(주)에스투더블유,,,,,,"7,579","3,772","8,677",4.78,낮음,"12억 6,694만원",22억 192만원,"45억 2,730만원","62억 6,680만원","- 10억 9,480만원","- 32억 5,556만원",- 57억 787만원,"- 52억 8,468만원"
1098,(주)에스투더블유,,,,,,"7,579","3,772","8,677",4.78,낮음,"12억 6,694만원",22억 192만원,"45억 2,730만원","62억 6,680만원","- 10억 9,480만원","- 32억 5,556만원",- 57억 787만원,"- 52억 8,468만원"
1099,(주)이비즈테크,,,,,,"5,759","3,269","7,105",3.62,낮음,134억 388만원,"103억 4,075만원","103억 6,446만원","105억 5,111만원","2억 9,980만원","5억 6,370만원","6억 8,610만원","5억 1,640만원"
1100,(주)세컨신드롬,,,,,,,,,,,134억 388만원,"103억 4,075만원","103억 6,446만원","105억 5,111만원","2억 9,980만원","5억 6,370만원","6억 8,610만원","5억 1,640만원"
1101,(주)이비즈테크,,,,,,"5,759","3,269","7,105",3.62,낮음,134억 388만원,"103억 4,075만원","103억 6,446만원","105억 5,111만원","2억 9,980만원","5억 6,370만원","6억 8,610만원","5억 1,640만원"
1102,(주)이비즈테크,,,,,,"5,759","3,269","7,105",3.62,낮음,134억 388만원,"103억 4,075만원","103억 6,446만원","105억 5,111만원","2억 9,980만원","5억 6,370만원","6억 8,610만원","5억 1,640만원"
1103,(주)노바텍,,,,,,"7,910","4,241","8,280",2.53,보통,,,,,,,,
1104,(주)유니코써치,,,,,,,,,,,,,,,,,,
1105,스마일샤크(주),,,,,,"5,366","3,096","7,235",-0.46,"매우
낮음",,,,,,,,
1106,(주)에이트테크,,,,,,"5,238","3,074","6,617",3.6,낮음,,,,,,,,
1107,(주)에이트테크,,,,,,"5,238","3,074","6,617",3.6,낮음,,,,,,,,
1108,(주)비트센싱,,,,,,"7,715","4,142","8,776",9.31,보통,,,,,,,,
1109,(주)토모큐브,,,,,,"6,447","3,513","7,505",0.96,보통,,,,,,,,
1110,(주)플라잎,,,,,,,,,,,,,,,,,,
1111,(주)에프엘이에스,,,,,,"2,649","2,208","5,215",-47.97,보통,,,,,,,,
1112,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
1113,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
1114,(주)모빌린트,,,,,,"8,176","3,967","9,194",10.2,낮음,,,,,,,,
1115,(주)큐피스트,,,,,,"6,820","3,443","8,070",1.29,보통,,,,,,,,
1116,(주)마젠타로보틱스,,,,,,"5,684","3,167","7,183",14.85,낮음,6억 539만원,"10억 6,184만원","19억 2,599만원","11억 3,191만원","1,049만원","1,354만원","1,929만원","1억 3,104만원"
1117,(주)마젠타로보틱스,,,,,,"5,684","3,167","7,183",14.85,낮음,6억 539만원,"10억 6,184만원","19억 2,599만원","11억 3,191만원","1,049만원","1,354만원","1,929만원","1억 3,104만원"
1118,(주)클래스유,,,,,,"4,992","2,943","6,752",6.8,보통,"30억 8,814만원","106억 6,286만원","244억 5,944만원","286억 2,248만원","5억 9,266만원","- 6억 2,849만원","- 19억 3,534만원","- 1억 3,465만원"
1119,(주)클래스유,,,,,,"4,992","2,943","6,752",6.8,보통,"30억 8,814만원","106억 6,286만원","244억 5,944만원","286억 2,248만원","5억 9,266만원","- 6억 2,849만원","- 19억 3,534만원","- 1억 3,465만원"
1120,브이피(주),,,,,,"8,042","4,337","9,132",8.63,"매우
낮음",,,,,,,,
1121,(주)마카롱팩토리,,,,,,"5,299","3,075","7,393",15.65,낮음,,,,,,,,
1122,(주)에이아이세스,,,,,,,,,,,,,,,,,,
1123,(주)에이아이세스,,,,,,,,,,,,,,,,,,
1124,(주)에이아이세스,,,,,,,,,,,,,,,,,,
1125,(주)에이아이세스,,,,,,,,,,,,,,,,,,
1126,(주)에이아이세스,,,,,,,,,,,,,,,,,,
1127,(주)에이아이세스,,,,,,,,,,,,,,,,,,
1128,(주)에이치비엠피,,,,,,"3,017","2,442","5,331",-,낮음,"5,597만원","1억 6,213만원","2억 7,848만원","2억 7,343만원","- 1억 4,628만원","- 4억 2,599만원","2,852만원","5,288만원"
1129,(주)두두원,,,,,,"5,746","3,282","6,954",-10.23,"매우
낮음","16억 9,945만원",26억 102만원,"14억 2,410만원","13억 8,124만원","3,715만원","8,224만원","4,037만원","4억 9,567만원"
1130,(주)두두원,,,,,,"5,746","3,282","6,954",-10.23,"매우
낮음","16억 9,945만원",26억 102만원,"14억 2,410만원","13억 8,124만원","3,715만원","8,224만원","4,037만원","4억 9,567만원"
1131,아슈리온코리아(유),,,,,,"8,490","4,549","8,998",1.4,낮음,,,,,,,,
1132,비욘드데이터(주),,,,,,"3,099","2,333","4,914",2.01,낮음,"58억 8,608만원","57억 1,152만원","67억 2,869만원","75억 9,895만원","2억 9,223만원","1억 4,961만원","3억 5,058만원","3억 6,207만원"
1133,글로지(주),,,,,,,,,,,"58억 8,608만원","57억 1,152만원","67억 2,869만원","75억 9,895만원","2억 9,223만원","1억 4,961만원","3억 5,058만원","3억 6,207만원"
1134,글로지(주),,,,,,,,,,,"58억 8,608만원","57억 1,152만원","67억 2,869만원","75억 9,895만원","2억 9,223만원","1억 4,961만원","3억 5,058만원","3억 6,207만원"
1135,(주)모빌테크,,,,,,"4,871","2,909","6,609",2.37,높음,,,,,,,,
1136,메이븐클라우드서비스(주),,,,,,,,,,,,,,,,,,
1137,(주)모빌테크,,,,,,"4,871","2,909","6,609",2.37,높음,,,,,,,,
1138,온리원파트너스(주),,,,,,"6,841","3,804","6,907",14.23,"매우
낮음","19억 7,041만원","23억 3,299만원","44억 3,175만원","48억 3,765만원","3,506만원","7,217만원","3억 1,159만원",2억 700만원
1139,(주)그루크리에이티브랩,,,,,,"3,653","2,621","6,077",-0.71,"매우
낮음","1억 6,056만원","2억 2,453만원","1억 1,933만원",2억 649만원,334만원,511만원,409만원,"1,553만원"
1140,(주)그루크리에이티브랩,,,,,,"3,653","2,621","6,077",-0.71,"매우
낮음","1억 6,056만원","2억 2,453만원","1억 1,933만원",2억 649만원,334만원,511만원,409만원,"1,553만원"
1141,(주)보스반도체,,,,,,"8,100","4,348","9,266",3.17,보통,1억 909만원,"135억 2,130만원",,,"- 13억 4,483만원","- 52억 6,683만원",,
1142,(주)보스반도체,,,,,,"8,100","4,348","9,266",3.17,보통,1억 909만원,"135억 2,130만원",,,"- 13억 4,483만원","- 52억 6,683만원",,
1143,(주)보스반도체,,,,,,"8,100","4,348","9,266",3.17,보통,1억 909만원,"135억 2,130만원",,,"- 13억 4,483만원","- 52억 6,683만원",,
1144,(주)보스반도체,,,,,,"8,100","4,348","9,266",3.17,보통,1억 909만원,"135억 2,130만원",,,"- 13억 4,483만원","- 52억 6,683만원",,
1145,온리원파트너스(주),,,,,,"6,841","3,804","6,907",14.23,"매우
낮음","19억 7,041만원","23억 3,299만원","44억 3,175만원","48억 3,765만원","3,506만원","7,217만원","3억 1,159만원",2억 700만원
1146,(주)시스트란,,,,,,"6,877","3,458","8,100",2.61,낮음,"18억 4,148만원","15억 5,192만원","25억 7,960만원","28억 4,001만원","2억 2,367만원","- 3억 5,829만원","- 2,499만원","1억 5,981만원"
1147,(주)비씨엠테크,,,,,,"3,597","2,516","5,259",-,"매우
낮음","4억 1,622만원","11억 6,672만원","17억 3,851만원",,"4,623만원","8,470만원","2억 3,464만원",
1148,티엔에스에이아이 주식회사,,,,,,"5,153","2,994","6,819",40.1,"매우
낮음",4억 127만원,"5억 5,857만원","8억 7,668만원","9억 3,140만원","4,772만원","1,192만원","6,091만원","5,603만원"
1149,(주)에이치앤케이이앤지,,,,,,"4,579","2,841","6,067",5.46,"매우
낮음","16억 9,230만원","27억 9,678만원","34억 8,646만원",43억 103만원,"9,143만원","4억 6,060만원","2억 4,487만원","3억 3,831만원"
1150,(주)클럼엘,,,,,,"8,179","3,970","9,085",24.19,"매우
낮음","7억 4,800만원",26억 603만원,,,"- 1,443만원","3,388만원","1억 2,487만원",
1151,(주)에스알엠텍,,,,,,"5,256","3,249","6,253",-3.26,"매우
낮음","2억 6,714만원","5억 5,328만원","6억 8,773만원","6억 6,618만원","2,348만원","1억 1,222만원",982만원,"1,920만원"
1152,(주)모핑아이,,,,,,"4,464","2,806","6,368",17.2,낮음,"4억 1,748만원",16억 282만원,"19억 9,603만원",,"6,559만원","6,727만원",1억 346만원,
1153,(주)딥브레인에이아이,,,,,,"8,171","4,306","8,907",9.66,높음,,,,,,,,
1154,(주)리얼티쓰,,,,,,"3,982","2,762","5,823",-,낮음,"4,500만원","1억 7,005만원","9억 9,200만원","22억 7,788만원",- 200만원,- 179만원,"1억 1,881만원","1억 5,382만원"
1155,(주)아이브,,,,,,"7,704","3,980","8,556",8.05,보통,"4,455만원","4억 5,331만원","40억 1,991만원","61억 4,507만원","- 5억 1,940만원","- 13억 4,120만원","- 32억 8,398만원","- 43억 5,041만원"
1156,(주)아이브,,,,,,"7,704","3,980","8,556",8.05,보통,"4,455만원","4억 5,331만원","40억 1,991만원","61억 4,507만원","- 5억 1,940만원","- 13억 4,120만원","- 32억 8,398만원","- 43억 5,041만원"
1157,(주)아이브,,,,,,"7,704","3,980","8,556",8.05,보통,"4,455만원","4억 5,331만원","40억 1,991만원","61억 4,507만원","- 5억 1,940만원","- 13억 4,120만원","- 32억 8,398만원","- 43억 5,041만원"
1158,트럼피아(주),,,,,,"6,478","3,608","7,844",6.34,낮음,"47억 4,555만원","25억 8,636만원","24억 2,440만원",25억 458만원,"- 3억 5,649만원","- 1억 2,205만원",- 488만원,"- 1,301만원"
1159,올거나이즈코리아(주),,,,,,"8,248","4,259","9,083",13.02,"매우
낮음","6억 8,911만원",10억 855만원,22억 474만원,"22억 2,242만원","- 1억 9,411만원","- 1억 6,064만원","- 3,279만원","1억 5,064만원"
1160,올거나이즈코리아(주),,,,,,"8,248","4,259","9,083",13.02,"매우
낮음","6억 8,911만원",10억 855만원,22억 474만원,"22억 2,242만원","- 1억 9,411만원","- 1억 6,064만원","- 3,279만원","1억 5,064만원"
1161,(주)포지큐브,,,,,,"6,646","3,686","7,986",2.21,보통,,,,,,,,
1162,(주)포지큐브,,,,,,"6,646","3,686","7,986",2.21,보통,,,,,,,,
1163,(주)드림에이스,,,,,,"7,613","3,783","8,817",12.95,높음,,,,,,,,
1164,(주)포지큐브,,,,,,"6,646","3,686","7,986",2.21,보통,,,,,,,,
1165,(주)포지큐브,,,,,,"6,646","3,686","7,986",2.21,보통,,,,,,,,
1166,(주)포지큐브,,,,,,"6,646","3,686","7,986",2.21,보통,,,,,,,,
1167,(주)포지큐브,,,,,,"6,646","3,686","7,986",2.21,보통,,,,,,,,
1168,(주)포지큐브,,,,,,"6,646","3,686","7,986",2.21,보통,,,,,,,,
1169,(주)바로팜,,,,,,"6,665","3,667","8,242",14.03,낮음,"2억 6,529만원","15억 6,583만원","78억 8,929만원",,"- 3,968만원","- 7억 3,531만원","- 15억 3,104만원","- 3억 3,327만원"
1170,(주)엔코위더스,,,,,,"4,382","2,838","6,182",9.22,낮음,"7억 9,827만원","17억 6,359만원","19억 6,692만원","34억 2,743만원",- 869만원,"- 3억 3,212만원","- 3억 1,414만원","2억 5,678만원"
1171,퓨처메인(주),,,,,,"5,170","3,030","7,037",3.96,낮음,,,,,,,,
1172,퓨처메인(주),,,,,,"5,170","3,030","7,037",3.96,낮음,,,,,,,,
1173,(주)휴런,,,,,,"6,963","3,475","8,162",11.73,"매우
낮음","1,943만원","2억 1,862만원","3억 6,886만원",,"- 34억 3,758만원","- 83억 1,326만원",- 96억 19만원,- 82억 78만원
1174,(주)클럼엘,,,,,,"8,179","3,970","9,085",24.19,"매우
낮음","7억 4,800만원",26억 603만원,,,"- 1,443만원","3,388만원","1억 2,487만원",
1175,(주)바로팜,,,,,,"6,665","3,667","8,242",14.03,낮음,"2억 6,529만원","15억 6,583만원","78억 8,929만원",,"- 3,968만원","- 7억 3,531만원","- 15억 3,104만원","- 3억 3,327만원"
1176,(주)백패커,,,,,,"5,102","3,006","6,752",4.66,높음,,,,,,,,
1177,(주)제이원아이씨티,,,,,,"3,041","2,320","5,016",-4.55,"매우
낮음","5억 5,050만원","13억 5,009만원",,,"4,235만원","8,391만원",,
1178,언브릿지(주),,,,,,"4,555","2,834","6,013",-,"매우
낮음","4,870만원",1억 700만원,,,"4,505만원","- 6,549만원",,
1179,(주)크립토랩,,,,,,,,,,,"4,870만원",1억 700만원,,,"4,505만원","- 6,549만원",,
1180,(주)알티올,,,,,,"6,977","3,482","8,158",6.08,낮음,"35억 4,883만원","43억 6,942만원","50억 2,834만원","60억 6,294만원","2억 9,961만원","7,668만원","8,027만원","- 5억 3,578만원"
1181,(주)알티올,,,,,,"6,977","3,482","8,158",6.08,낮음,"35억 4,883만원","43억 6,942만원","50억 2,834만원","60억 6,294만원","2억 9,961만원","7,668만원","8,027만원","- 5억 3,578만원"
1182,굿어스데이터(주),,,,,,,,,,,,,,,,,,
1183,(주)오래,,,,,,"4,676","2,892","6,720",-3.47,낮음,"10억 3,447만원","16억 4,430만원","12억 8,326만원","11억 2,710만원","5,513만원",2억 513만원,"- 4,274만원","- 1억 2,125만원"
1184,(주)오래,,,,,,"4,676","2,892","6,720",-3.47,낮음,"10억 3,447만원","16억 4,430만원","12억 8,326만원","11억 2,710만원","5,513만원",2억 513만원,"- 4,274만원","- 1억 2,125만원"
1185,(주)오래,,,,,,"4,676","2,892","6,720",-3.47,낮음,"10억 3,447만원","16억 4,430만원","12억 8,326만원","11억 2,710만원","5,513만원",2억 513만원,"- 4,274만원","- 1억 2,125만원"
